index,age,euducation_level,job,marital,have_credit_card,have_housing_loan,have_personal_loan,connect_method,previous_connect_month,previous_connect_weekday,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,last_campaign_outcomes,employment_rate,consumer_price_index,consumer_confidence_index,label
3127,39,high,employment,single,no,no,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3128,48,medium,employment,married,no,no,yes,telephone,June,Tuesday,4,-1,0,nonexistent,61.4,94.465,-41.8,0
3129,28,high,employment,single,no,yes,no,cellular,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
3130,44,low,employment,married,unknown,no,no,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,1
3131,19,medium,student,single,no,yes,no,cellular,April,Tuesday,1,-1,0,nonexistent,58.2,93.075,-47.1,1
3132,32,medium,employment,single,no,yes,no,cellular,August,Friday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
3133,28,high,employment,single,no,yes,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3134,45,high,employment,divorced,no,no,no,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3135,35,high,unemployed,married,no,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3136,35,high,employment,married,no,no,no,cellular,May,Thursday,3,-1,1,failure,58.2,92.893,-46.2,0
3137,33,medium,employment,married,unknown,no,no,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,1
3138,39,high,employment,married,no,no,no,cellular,July,Friday,13,-1,0,nonexistent,61.4,93.918,-42.7,1
3139,36,low,employment,single,no,no,no,telephone,May,Thursday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3140,52,high,retired,married,no,yes,yes,telephone,November,Monday,3,-1,0,nonexistent,59.9,93.2,-42,0
3141,30,high,employment,married,no,no,no,cellular,April,Thursday,3,-1,0,nonexistent,58.2,93.075,-47.1,1
3142,38,low,employment,married,no,yes,no,cellular,May,Wednesday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
3143,54,low,employment,married,unknown,no,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3144,35,medium,employment,married,no,yes,no,cellular,April,Thursday,2,-1,2,failure,58.2,93.075,-47.1,0
3145,30,high,employment,married,no,no,no,telephone,Octobor,Friday,1,-1,0,nonexistent,59.9,93.798,-40.4,1
3146,32,high,employment,married,no,no,no,telephone,June,Wednesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
3147,37,medium,employment,single,no,yes,no,cellular,July,Tuesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
3148,59,low,employment,married,unknown,no,no,cellular,August,Tuesday,6,-1,0,nonexistent,61.4,93.444,-36.1,0
3149,34,high,employment,single,no,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3150,34,high,employment,married,unknown,no,no,telephone,June,Thursday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
3151,52,low,employment,married,unknown,yes,yes,cellular,July,Friday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
3152,47,medium,employment,married,no,no,no,cellular,June,Tuesday,1,-1,0,nonexistent,57.1,92.963,-40.8,0
3153,58,high,retired,married,no,no,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3154,44,high,employment,divorced,unknown,yes,no,cellular,August,Thursday,6,-1,0,nonexistent,61.4,93.444,-36.1,0
3155,32,low,employment,married,unknown,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3156,24,medium,employment,single,no,no,yes,cellular,May,Thursday,1,-1,1,failure,58.2,92.893,-46.2,0
3157,55,medium,retired,divorced,no,no,no,telephone,June,Thursday,16,-1,0,nonexistent,61.4,94.465,-41.8,0
3158,40,low,employment,single,unknown,no,no,cellular,April,Wednesday,2,-1,1,failure,58.2,93.075,-47.1,0
3159,48,medium,employment,married,no,yes,yes,cellular,June,Tuesday,3,-1,0,nonexistent,57.1,92.963,-40.8,0
3160,51,medium,employment,divorced,unknown,yes,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3161,40,high,employment,married,unknown,yes,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
3162,38,medium,employment,married,no,yes,no,cellular,May,Thursday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
3163,51,high,employment,married,no,yes,no,cellular,November,Monday,1,-1,0,nonexistent,59.9,93.2,-42,0
3164,59,low,employment,married,no,no,no,cellular,April,Monday,3,-1,1,failure,58.2,93.749,-34.6,1
3165,29,high,employment,married,unknown,yes,no,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
3166,28,high,employment,married,no,no,no,telephone,June,Wednesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
3167,37,high,employment,divorced,no,yes,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3168,33,medium,employment,divorced,no,yes,yes,telephone,May,Wednesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
3169,28,high,employment,single,no,yes,no,cellular,April,Thursday,2,-1,1,failure,58.2,93.075,-47.1,0
3170,25,high,unemployed,single,no,no,no,cellular,April,Wednesday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
3171,33,medium,employment,divorced,no,no,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3172,48,low,employment,divorced,unknown,no,no,cellular,July,Wednesday,2,-1,1,nonexistent,61.4,93.918,-42.7,1
3173,36,high,employment,single,no,no,no,cellular,March,Monday,1,-1,0,nonexistent,58.2,93.369,-34.8,1
3174,30,high,employment,married,no,no,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3175,30,medium,employment,married,no,yes,no,cellular,November,Thursday,2,-1,0,nonexistent,59.9,93.2,-42,0
3176,37,high,employment,single,no,no,yes,cellular,August,Monday,8,-1,0,nonexistent,61.4,93.444,-36.1,0
3177,37,high,employment,married,unknown,yes,no,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
3178,30,high,employment,divorced,no,no,yes,cellular,November,Tuesday,1,-1,0,nonexistent,59.9,93.2,-42,0
3179,53,high,employment,married,unknown,no,yes,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3180,49,high,employment,married,no,yes,no,telephone,June,Thursday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
3181,39,high,employment,married,no,yes,yes,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
3182,23,medium,employment,single,no,no,no,cellular,May,Thursday,6,-1,0,nonexistent,58.2,92.893,-46.2,0
3183,48,medium,employment,married,no,no,no,telephone,June,Wednesday,5,-1,0,nonexistent,61.4,94.465,-41.8,0
3184,49,medium,employment,divorced,no,no,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3185,33,medium,employment,married,no,yes,yes,cellular,May,Monday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
3186,40,low,employment,married,no,yes,no,telephone,July,Tuesday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
3187,34,high,employment,single,no,yes,yes,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3188,43,medium,employment,divorced,no,yes,yes,cellular,May,Thursday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
3189,31,high,employment,single,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3190,31,low,employment,married,no,no,no,telephone,June,Monday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
3191,47,high,employment,married,unknown,yes,no,telephone,May,Friday,8,-1,0,nonexistent,61.1,93.994,-36.4,0
3192,31,high,employment,single,no,yes,yes,cellular,July,Thursday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
3193,46,high,employment,married,no,no,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3194,37,high,employment,married,no,no,yes,cellular,July,Thursday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
3195,56,medium,employment,married,no,no,no,telephone,May,Tuesday,6,-1,0,nonexistent,61.1,93.994,-36.4,0
3196,37,high,employment,single,no,yes,no,cellular,November,Wednesday,1,-1,0,nonexistent,59.9,93.2,-42,0
3197,40,medium,employment,married,no,no,no,telephone,June,Friday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
3198,46,high,employment,single,unknown,yes,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
3199,37,medium,employment,married,no,yes,no,telephone,November,Monday,1,-1,0,nonexistent,56.6,92.649,-30.1,0
3200,61,high,retired,married,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,57.1,92.201,-31.4,0
3201,41,low,employment,married,unknown,no,no,cellular,May,Tuesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
3202,28,medium,employment,single,no,yes,no,telephone,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,1
3203,53,medium,unemployed,married,unknown,no,no,cellular,May,Tuesday,2,-1,1,failure,58.2,92.893,-46.2,0
3204,57,high,employment,married,unknown,yes,no,cellular,August,Friday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
3205,37,medium,employment,married,no,no,no,cellular,August,Monday,1,-1,0,nonexistent,57.1,92.201,-31.4,1
3206,36,medium,employment,married,no,no,no,cellular,May,Monday,6,-1,0,nonexistent,58.2,92.893,-46.2,0
3207,36,high,employment,divorced,no,yes,no,telephone,July,Tuesday,12,-1,0,nonexistent,61.4,93.918,-42.7,0
3208,36,medium,employment,married,no,yes,no,cellular,April,Tuesday,7,-1,0,nonexistent,58.2,93.075,-47.1,0
3209,72,medium,retired,married,unknown,yes,no,cellular,November,Friday,2,-1,0,nonexistent,56.6,92.649,-30.1,0
3210,36,medium,employment,single,unknown,no,no,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
3211,35,medium,employment,married,no,yes,no,cellular,August,Friday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
3212,81,low,retired,married,no,yes,no,cellular,September,Friday,1,-1,0,nonexistent,56.6,92.379,-29.8,1
3213,49,medium,employment,married,no,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3214,41,medium,employment,divorced,no,no,no,telephone,May,Tuesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
3215,50,low,employment,married,unknown,yes,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3216,46,high,employment,divorced,no,yes,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3217,80,low,retired,married,no,no,yes,cellular,July,Thursday,2,-1,2,failure,58.3,94.215,-40.3,1
3218,39,high,employment,married,no,no,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3219,37,medium,employment,single,no,no,no,cellular,May,Friday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
3220,59,low,employment,divorced,no,yes,no,telephone,June,Friday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
3221,38,high,employment,married,no,yes,no,cellular,May,Wednesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
3222,41,medium,employment,married,no,no,yes,cellular,April,Friday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
3223,36,medium,employment,married,no,no,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3224,56,low,retired,married,unknown,yes,no,cellular,August,Wednesday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
3225,79,low,retired,married,no,no,yes,cellular,November,Tuesday,2,3,1,success,56.6,92.649,-30.1,1
3226,51,high,employment,married,no,yes,yes,cellular,Octobor,Thursday,3,3,1,success,58.9,94.601,-49.5,1
3227,42,high,employment,married,unknown,no,no,telephone,June,Wednesday,16,-1,0,nonexistent,61.4,94.465,-41.8,0
3228,33,high,employment,single,no,yes,no,cellular,June,Tuesday,1,-1,0,nonexistent,57.1,92.963,-40.8,1
3229,44,high,employment,married,no,no,no,cellular,August,Thursday,1,-1,1,nonexistent,58.3,94.027,-38.3,1
3230,40,medium,employment,married,no,yes,yes,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3231,48,medium,employment,married,unknown,yes,yes,telephone,May,Monday,4,-1,0,nonexistent,61.1,93.994,-36.4,0
3232,46,low,employment,married,no,no,no,telephone,May,Tuesday,4,-1,0,nonexistent,61.1,93.994,-36.4,0
3233,59,high,employment,married,no,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3234,27,high,unemployed,single,no,yes,no,telephone,July,Monday,7,-1,0,nonexistent,61.4,93.918,-42.7,0
3235,60,high,employment,married,no,yes,no,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3236,29,high,employment,single,no,yes,no,cellular,June,Wednesday,1,-1,0,nonexistent,57.1,92.963,-40.8,0
3237,27,high,employment,single,no,yes,no,cellular,May,Friday,4,-1,1,failure,58.2,92.893,-46.2,0
3238,49,medium,employment,married,no,yes,no,telephone,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3239,26,high,employment,single,no,no,no,cellular,May,Wednesday,1,3,1,success,58.2,92.893,-46.2,0
3240,43,medium,unemployed,married,no,yes,no,cellular,May,Friday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
3241,35,medium,employment,single,no,no,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3242,53,medium,employment,married,unknown,no,yes,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
3243,44,high,employment,married,no,no,no,cellular,May,Monday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
3244,29,high,employment,married,no,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3245,41,high,employment,married,no,yes,no,telephone,May,Monday,1,-1,NULL,nonexistent,61.1,93.994,-36.4,0
3246,48,medium,employment,married,unknown,yes,no,telephone,May,Wednesday,6,-1,0,nonexistent,61.1,93.994,-36.4,0
3247,58,high,employment,married,no,no,no,telephone,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3248,29,high,employment,single,no,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3249,53,high,employment,married,no,yes,no,cellular,November,Monday,1,-1,0,nonexistent,59.9,93.2,-42,0
3250,40,medium,employment,married,unknown,no,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3251,31,high,employment,single,no,yes,yes,cellular,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,0
3252,36,medium,employment,married,no,no,no,cellular,November,Tuesday,3,-1,0,nonexistent,59.9,93.2,-42,0
3253,43,high,employment,married,no,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3254,37,medium,employment,married,no,no,no,cellular,May,Wednesday,3,-1,1,failure,58.2,92.893,-46.2,0
3255,59,low,retired,married,no,yes,no,cellular,September,Tuesday,1,-1,0,nonexistent,56.6,92.379,-29.8,1
3256,24,medium,employment,married,no,yes,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3257,36,high,employment,married,no,no,yes,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3258,26,medium,employment,single,unknown,yes,no,cellular,May,Tuesday,1,-1,1,failure,58.2,92.893,-46.2,0
3259,36,high,employment,married,no,no,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
3260,38,high,employment,single,no,no,no,cellular,November,Thursday,4,-1,0,nonexistent,59.9,93.2,-42,0
3261,57,low,retired,unknown,no,yes,no,telephone,May,Thursday,10,-1,0,nonexistent,61.1,93.994,-36.4,0
3262,35,high,employment,divorced,no,yes,yes,cellular,June,Wednesday,1,-1,0,nonexistent,58.3,94.055,-39.8,0
3263,37,medium,employment,single,no,no,no,cellular,July,Tuesday,19,-1,0,nonexistent,61.4,93.918,-42.7,0
3264,39,high,employment,married,no,yes,yes,cellular,July,Thursday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
3265,28,medium,employment,divorced,no,yes,no,cellular,May,Monday,4,-1,1,failure,58.2,92.893,-46.2,0
3266,38,medium,employment,married,no,no,no,cellular,August,Tuesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
3267,30,high,employment,single,no,yes,no,cellular,July,Thursday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
3268,36,medium,employment,married,no,yes,no,cellular,April,Monday,3,-1,0,nonexistent,58.2,93.075,-47.1,0
3269,30,medium,employment,single,no,yes,no,cellular,May,Thursday,1,10,1,success,58.2,92.893,-46.2,1
3270,44,medium,employment,single,unknown,no,no,telephone,July,Monday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
3271,26,low,employment,married,no,no,yes,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3272,52,low,employment,single,no,no,no,cellular,May,Monday,4,-1,0,nonexistent,58.2,92.893,-46.2,0
3273,31,high,employment,single,no,yes,no,cellular,August,Monday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3274,37,high,employment,married,no,yes,no,telephone,May,Tuesday,6,-1,0,nonexistent,61.1,93.994,-36.4,0
3275,35,high,employment,married,no,yes,no,cellular,November,Thursday,2,3,1,success,59.9,93.2,-42,0
3276,47,high,employment,single,unknown,no,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3277,33,low,employment,single,no,unknown,unknown,cellular,May,Friday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
3278,32,high,employment,married,no,yes,yes,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3279,35,medium,employment,divorced,unknown,no,no,cellular,July,Tuesday,4,-1,0,nonexistent,61.4,93.918,-42.7,0
3280,59,low,retired,married,unknown,no,no,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3281,39,medium,employment,divorced,no,yes,no,telephone,May,Thursday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3282,39,medium,employment,married,no,yes,yes,cellular,November,Monday,2,-1,0,nonexistent,59.9,93.2,-42,0
3283,42,medium,employment,divorced,no,yes,yes,cellular,November,Monday,3,-1,1,failure,59.9,93.2,-42,0
3284,39,medium,employment,married,unknown,no,no,telephone,May,Wednesday,5,-1,0,nonexistent,61.1,93.994,-36.4,1
3285,38,high,employment,married,no,no,no,telephone,June,Friday,24,-1,0,nonexistent,61.4,94.465,-41.8,0
3286,50,high,employment,divorced,no,yes,no,cellular,August,Thursday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
3287,34,high,employment,married,no,no,yes,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3288,41,low,employment,divorced,no,no,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
3289,27,medium,employment,married,no,no,no,cellular,May,Thursday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
3290,42,high,employment,single,unknown,no,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3291,49,low,employment,married,unknown,no,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3292,54,low,employment,married,no,unknown,unknown,cellular,May,Monday,3,-1,1,failure,58.2,92.893,-46.2,1
3293,33,high,employment,married,no,no,no,cellular,August,Tuesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
3294,48,low,employment,married,unknown,yes,yes,cellular,August,Tuesday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
3295,28,medium,employment,married,no,yes,yes,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3296,38,low,employment,single,no,yes,yes,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
3297,29,medium,employment,single,no,no,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3298,33,medium,employment,single,no,yes,no,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
3299,47,medium,employment,divorced,no,no,no,telephone,June,Thursday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
3300,47,low,employment,married,unknown,yes,no,cellular,May,Monday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
3301,40,high,employment,married,no,no,no,cellular,September,Wednesday,2,-1,1,failure,56.6,92.379,-29.8,1
3302,36,medium,employment,married,no,yes,no,cellular,May,Wednesday,2,-1,1,failure,58.2,92.893,-46.2,0
3303,38,high,employment,married,no,no,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3304,41,medium,employment,married,no,no,no,telephone,June,Monday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
3305,31,medium,employment,married,no,yes,no,telephone,June,Tuesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
3306,38,medium,employment,divorced,no,no,no,cellular,April,Tuesday,2,-1,1,failure,58.2,93.075,-47.1,0
3307,34,medium,employment,married,unknown,no,no,cellular,August,Tuesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
3308,43,low,employment,married,unknown,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
3309,48,low,employment,married,unknown,yes,no,cellular,April,Thursday,2,5,3,failure,58.2,93.075,-47.1,0
3310,35,low,employment,single,no,no,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
3311,36,medium,employment,married,unknown,yes,yes,telephone,June,Wednesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
3312,36,high,employment,married,unknown,yes,no,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3313,48,high,employment,divorced,no,yes,no,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
3314,57,high,employment,married,unknown,yes,no,cellular,July,Monday,4,-1,0,nonexistent,61.4,93.918,-42.7,1
3315,30,medium,unemployed,married,no,no,no,cellular,November,Tuesday,1,-1,0,nonexistent,59.9,93.2,-42,0
3316,42,high,employment,divorced,no,yes,yes,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
3317,26,medium,employment,single,no,no,no,cellular,July,Tuesday,2,-1,0,nonexistent,57.1,92.469,-33.6,1
3318,59,high,employment,married,unknown,no,yes,cellular,July,Thursday,7,-1,0,nonexistent,61.4,93.918,-42.7,0
3319,34,medium,employment,married,no,no,no,telephone,May,Wednesday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
3320,42,medium,employment,married,no,yes,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
